id	hId	tId	doctype	path	ref	book_id	book_alias	book_shortName_en	book_shortName	book_name_en	book_name	book_author	book_virtual	level	h1_id	h1	h1_title_en	h1_title	h1_intro_en	h1_intro	h1_start	h1_count	h2_id	h2	h2_title_en	h2_title	h2_intro_en	h2_intro	h2_start	h2_count	h3_id	h3	h3_title_en	h3_title	h3_intro_en	h3_intro	h3_start	h3_count	ordinal	numInChapter	grade_id	grade_grade_en	grade_grade	grader_id	grader_shortName_en	grader_shortName	grader_name_en	grader_name	grade_grade_ids	grade_grades	verified	remark	numActual	num	num0	title_en	title	part_en	part	chain_en	body_en	footnote_en	chain	body	footnote	tags	books	lastmod	lastfixed	highlight	commented
448772	448772	120430	hadith	adab/30/22	adab:593	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120434	30	General Behavior	كتاب التصرف العام	null	null	538	66	120430	22	Tyrannical Behaviour	بَابُ الْبَغْيِ	null	null	588	6	null	null	null	null	null	null	null	null	143396	56	200	Good	حسن	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:200	Albānī:Good	null	null	null	593	593	null	null	null	null	null	Mu'awiya ibn Qurra said, "I was with Ma'qil al-Muzn when he removed something harmful from the road. Then I saw something and went over to it. He asked. 'What made you do that, nephew?' He replied, 'I saw you do something, so I did it.' He said, 'Nephew, you have done well. I heard the Prophet ﷺ say, "Whoever removes something harmful from the road of the Muslims has a good deed written for him. Anyone who has his good deed accepted will enter the Garden."'"	null	حَدَّثَنَا عَبْدُ اللهِ بْنُ مُحَمَّدٍ قَالَ حَدَّثَنَا الْخَلِيلُ بْنُ أَحْمَدَ قَالَ حَدَّثَنَا الْمُسْتَنِيرُ بْنُ أَخْضَرَ قَالَ حَدَّثَنِي مُعَاوِيَةُ بْنُ قُرَّةَ قَالَ كُنْتُ مَعَ مَعْقِلٍ الْمُزَنِيِّ فَأَمَاطَ أَذًى عَنِ الطَّرِيقِ فَرَأَيْتُ شَيْئًا فَبَادَرْتُهُ فَقَالَ مَا حَمَلَكَ عَلَى مَا صَنَعْتَ يَا ابْنَ أَخِي؟ قَالَ رَأَيْتُكَ تَصْنَعُ شَيْئًا فَصَنَعْتُهُ قَالَ أَحْسَنْتَ يَا ابْنَ أَخِي	سَمِعْتُ النَّبِيَّ ﷺ يَقُولُ مَنْ أَمَاطَ أَذًى عَنْ طَرِيقِ الْمُسْلِمِينَ كُتِبَ لَهُ حَسَنَةٌ وَمَنْ تُقُبِّلَتْ لَهُ حَسَنَةٌ دَخَلَ الْجَنَّةَ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448773	448773	120431	hadith	adab/30/23	adab:594	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120434	30	General Behavior	كتاب التصرف العام	null	null	538	66	120431	23	Accepting gifts	بَابُ قَبُولِ الْهَدِيَّةِ	null	null	594	2	null	null	null	null	null	null	null	null	143397	57	200	Good	حسن	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:200	Albānī:Good	null	null	null	594	594	null	null	null	null	null	Abu Hurayra reported that the Prophet ﷺ said, "Give gifts and you will love one another."	null	حَدَّثَنَا عَمْرُو بْنُ خَالِدٍ قَالَ حَدَّثَنَا ضِمَامُ بْنُ إِسْمَاعِيلَ قَالَ سَمِعْتُ مُوسَى بْنَ وَرْدَانَ عَنْ أَبِي هُرَيْرَةَ	عَنِ النَّبِيِّ ﷺ يَقُولُ تَهَادُوا تَحَابُّوا	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448774	448774	120431	hadith	adab/30/23	adab:595	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120434	30	General Behavior	كتاب التصرف العام	null	null	538	66	120431	23	Accepting gifts	بَابُ قَبُولِ الْهَدِيَّةِ	null	null	594	2	null	null	null	null	null	null	null	null	143398	58	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	595	595	null	null	null	null	null	Anas said to his son, Thabit, "My son, exchange gifts, it will bring about love between you."	null	حَدَّثَنَا مُوسَى قَالَ حَدَّثَنَا سُلَيْمَانُ بْنُ الْمُغِيرَةِ	عَنْ ثَابِتٍ قَالَ كَانَ أَنَسٌ يَقُولُ يَا بَنِيَّ تَبَاذَلُوا بَيْنَكُمْ فَإِنَّهُ أَوَدُّ لِمَا بَيْنَكُمْ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448775	448775	120432	hadith	adab/30/24	adab:596	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120434	30	General Behavior	كتاب التصرف العام	null	null	538	66	120432	24	Someone who does not accept a gift when there	بَابُ مَنْ لَمْ يَقْبَلِ الْهَدِيَّةَ لَمَّا دَخَلَ الْبُغْضُ فِي النَّاسِ	null	null	596	1	null	null	null	null	null	null	null	null	143399	59	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	596	596	null	null	null	null	null	Abu Hurayra said, "A man from the Banu Fazara gave a camel tot he Prophet ﷺ and he gave him something in exchange for it. That angered the man and I heard the Prophet ﷺ state on the minbar, 'One of you gives a gift and when I give him something in exchange he becomes angry. By Allah, after this year, I will never accept a gift from any Arab except for Quraysh, the Ansar, a Thaqifi or a Dawsi!'"	null	حَدَّثَنَا أَحْمَدُ بْنُ خَالِدٍ قَالَ حَدَّثَنَا مُحَمَّدُ بْنُ إِسْحَاقَ عَنْ سَعِيدِ بْنِ أَبِي سَعِيدٍ عَنْ أَبِيهِ	عَنْ أَبِي هُرَيْرَةَ قَالَ أَهْدَى رَجُلٌ مِنْ بَنِي فَزَارَةَ لِلنَّبِيِّ ﷺ نَاقَةً فَعَوَّضَهُ فَتَسَخَّطَهُ فَسَمِعْتُ النَّبِيَّ ﷺ عَلَى الْمِنْبَرِ يَقُولُ يَهْدِي أَحَدُهُمْ فَأُعَوِّضُهُ بِقَدْرِ مَا عِنْدِي ثُمَّ يَسْخَطُهُ وَايْمُ اللهِ لاَ أَقْبَلُ بَعْدَ عَامِي هَذَا مِنَ الْعَرَبِ هَدِيَّةً إِلاَّ مِنْ قُرَشِيٍّ أَوْ أَنْصَارِيٍّ أَوْ ثَقَفِيٍّ أَوْ دَوْسِيٍّ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448776	448776	120433	hadith	adab/30/25	adab:597	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120434	30	General Behavior	كتاب التصرف العام	null	null	538	66	120433	25	Modesty	بَابُ الْحَيَاءِ	null	null	597	7	null	null	null	null	null	null	null	null	143400	60	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	597	597	null	null	null	null	Abu Mas'ud 'Uqba reported that the Prophet, may Allah bless him and grant him peace, said, "Part of what people have learned from the words of prophethood is the statement:	'If you do not feel ashamed, do whatever you like."	null	حَدَّثَنَا أَحْمَدُ بْنُ يُونُسَ قَالَ حَدَّثَنَا زُهَيْرٌ قَالَ حَدَّثَنَا مَنْصُورٌ عَنْ رِبْعِيِّ بْنِ حِرَاشٍ قَالَ حَدَّثَنَا أَبُو مَسْعُودٍ عُقْبَةُ قَالَ	قَالَ النَّبِيُّ ﷺ إِنَّ مِمَّا أَدْرَكَ النَّاسَ مِنْ كَلاَمِ النُّبُوَّةِ إِذَا لَمْ تَسْتَحِ فَاصْنَعْ مَا شِئْتَ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448777	448777	120433	hadith	adab/30/25	adab:598	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120434	30	General Behavior	كتاب التصرف العام	null	null	538	66	120433	25	Modesty	بَابُ الْحَيَاءِ	null	null	597	7	null	null	null	null	null	null	null	null	143401	61	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	598	598	null	null	null	null	null	Abu Hurayra reported that the Prophet ﷺ said, "Faith consists of sixty (or seventy) branches. The best of them is 'There is no god but Allah.' The lowest of them is to remove harmful things from the road. Modesty is also a branch of faith."	null	حَدَّثَنَا مُحَمَّدُ بْنُ كَثِيرٍ قَالَ أَخْبَرَنَا سُفْيَانُ عَنْ سُهَيْلِ بْنِ أَبِي صَالِحٍ عَنْ عَبْدِ اللهِ بْنِ دِينَارٍ عَنْ أَبِي صَالِحٍ عَنْ أَبِي هُرَيْرَةَ	عَنِ النَّبِيِّ ﷺ قَالَ الإِيمَانُ بِضْعٌ وَسِتُّونَ أَوْ بِضْعٌ وَسَبْعُونَ شُعْبَةً أَفْضَلُهَا لاَ إِلَهَ إِلاَّ اللَّهُ وَأَدْنَاهَا إِمَاطَةُ الأَذَى عَنِ الطَّرِيقِ وَالْحَيَاءُ شُعْبَةٌ مِنَ الإيمَانِ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448778	448778	120433	hadith	adab/30/25	adab:599	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120434	30	General Behavior	كتاب التصرف العام	null	null	538	66	120433	25	Modesty	بَابُ الْحَيَاءِ	null	null	597	7	null	null	null	null	null	null	null	null	143402	62	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	599	599	null	null	null	null	null	Abu Sa'id said, "The Prophet ﷺ had more modesty than a virgin in her tent. When he disliked something, that could be seen in his face."	null	حَدَّثَنَا عَلِيُّ بْنُ الْجَعْدِ قَالَ أَخْبَرَنَا شُعْبَةُ عَنْ قَتَادَةَ عَنْ عَبْدِ اللهِ بْنِ عُبَيْدِ اللهِ مَوْلَى أَنَسٍ قَالَ	سَمِعْتُ أَبَا سَعِيدٍ قَالَ كَانَ النَّبِيُّ ﷺ أَشَدَّ حَيَاءً مِنَ الْعَذْرَاءِ فِي خِدْرِهَا وَكَانَ إِذَا كَرِهَ شَيْئًا عَرَفْنَاهُ فِي وَجْهِهِ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448779	448779	120433	hadith	adab/30/25	adab:600	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120434	30	General Behavior	كتاب التصرف العام	null	null	538	66	120433	25	Modesty	بَابُ الْحَيَاءِ	null	null	597	7	null	null	null	null	null	null	null	null	143403	63	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	600	600	null	null	null	null	null	Sa'id ibn al-'As reported that 'Uthman and 'A'isha told him that Abu Bakr asked for permission to come in to the Messenger of Allah ﷺ while he was lying of 'A'isha's bed, wearing 'A'isha's woollen shirt. He gave Abu Bakr permission to enter while he was like that. he gave him what he needed and then Abu Bakr left. Then 'Umar, may Allah be pleased with him, asked for permission to come in and he gave him permission to come in while he was like that. He gave him what he needed and then 'Umar left. 'Uthman said, "Then I asked for permission to come in and he sat up and told 'A'isha, 'Take your garment.' I told him what I needed and then I left.' 'A'isha asked, 'Messenger of Allah, why did I see that you did not do for Abu Bakr and 'Umar what you did for 'Uthman?' The Messenger of Allah ﷺ said, ''Uthman is a modest man and I feared that if I gave him permission to come in while I was in that state he would not tell me what he needed.'"	null	حَدَّثَنَا عَبْدُ الْعَزِيزِ بْنُ عَبْدِ اللهِ قَالَ حَدَّثَنَا إِبْرَاهِيمُ بْنُ سَعْدٍ عَنْ صَالِحٍ عَنِ ابْنِ شِهَابٍ قَالَ أَخْبَرَنِي يَحْيَى بْنُ سَعِيدِ بْنِ الْعَاصِ أَنَّ سَعِيدَ بْنَ الْعَاصِ أَخْبَرَهُ أَنَّ عُثْمَانَ وَعَائِشَةَ حَدَّثَاهُ	أَنَّ أَبَا بَكْرٍ اسْتَأْذَنَ عَلَى رَسُولِ اللهِ ﷺ وَهُوَ مُضْطَجِعٌ عَلَى فِرَاشِ عَائِشَةَ لاَبِسًا مِرْطَ عَائِشَةَ فَأَذِنَ لأَبِي بَكْرٍ وَهُوَ كَذَلِكَ فَقَضَى إِلَيْهِ حَاجَتَهُ ثُمَّ انْصَرَفَ ثُمَّ اسْتَأْذَنَ عُمَرُ رَضِيَ اللَّهُ عَنْهُ فَأَذِنَ لَهُ وَهُوَ كَذَلِكَ فَقَضَى إِلَيْهِ حَاجَتَهُ ثُمَّ انْصَرَفَ قَالَ عُثْمَانُ ثُمَّ اسْتَأْذَنْتُ عَلَيْهِ فَجَلَسَ وَقَالَ لِعَائِشَةَ اجْمَعِي إِلَيْكِ ثِيَابَكِ قَالَ فَقَضَيْتُ إِلَيْهِ حَاجَتِي ثُمَّ انْصَرَفْتُ قَالَ فَقَالَتْ عَائِشَةُ يَا رَسُولَ اللهِ لَمْ أَرَكَ فَزِعْتَ لأَبِي بَكْرٍ وَعُمَرَ رَضِيَ اللَّهُ عَنْهُمَا كَمَا فَزِعْتَ لِعُثْمَانَ؟ قَالَ رَسُولُ اللهِ ﷺ إِنَّ عُثْمَانَ رَجُلٌ حَيِيٌّ وَإِنِّي خَشِيتُ إِنْ أَذِنْتُ لَهُ وَأَنَا عَلَى تِلْكَ الْحَالِ أَنْ لاَ يَبْلُغَ إِلَيَّ فِي حَاجَتِهِ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448780	448780	120433	hadith	adab/30/25	adab:601	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120434	30	General Behavior	كتاب التصرف العام	null	null	538	66	120433	25	Modesty	بَابُ الْحَيَاءِ	null	null	597	7	null	null	null	null	null	null	null	null	143404	64	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	601	601	null	null	null	null	null	Anas ibn Malik reported that the Prophet ﷺ said, "Whenever there is modesty in a thing, it adorns it. Whenever there is outrage in a thing, it debases it."	null	حَدَّثَنَا إِبْرَاهِيمُ بْنُ مُوسَى قَالَ حَدَّثَنَا عَبْدُ الرَّزَّاقِ عَنْ مَعْمَرٍ عَنْ ثَابِتٍ الْبُنَانِيِّ عَنْ أَنَسِ بْنِ مَالِكٍ	عَنِ النَّبِيِّ ﷺ قَالَ مَا كَانَ الْحَيَاءُ فِي شَيْءٍ إِلاَّ زَانَهُ وَلاَ كَانَ الْفُحْشُ فِي شَيْءٍ إِلا شَانَهُ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448781	448781	120433	hadith	adab/30/25	adab:602	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120434	30	General Behavior	كتاب التصرف العام	null	null	538	66	120433	25	Modesty	بَابُ الْحَيَاءِ	null	null	597	7	null	null	null	null	null	null	null	null	143405	65	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	602	602	null	null	null	null	null	Salim reported from his father that the Messenger of Allah ﷺ passed by a man who berating his brother about his modesty. He told him, "Let him be. Modesty is part of faith."	null	حَدَّثَنَا إِسْمَاعِيلُ قَالَ حَدَّثَنِي مَالِكٌ عَنِ ابْنِ شِهَابٍ عَنْ سَالِمٍ عَنْ أَبِيهِ	أَنَّ رَسُولَ اللهِ ﷺ مَرَّ بِرَجُلٍ يَعِظُ أَخَاهُ فِي الْحَيَاءِ فَقَالَ دَعْهُ فَإِنَّ الْحَيَاءَ مِنَ الإيمَانِ حَدَّثَنَا عَبْدُ اللهِ قَالَ حَدَّثَنِي عَبْدُ الْعَزِيزِ بْنُ أَبِي سَلَمَةَ عَنِ ابْنِ شِهَابٍ عَنْ سَالِمٍ عَنِ ابْنِ عُمَرَ قَالَ مَرَّ النَّبِيُّ ﷺ عَلَى رَجُلٍ يُعَاتِبُ أَخَاهُ فِي الْحَيَاءِ كَأَنَّهُ يَقُولُ أَضَرَّ بِكَ فَقَالَ دَعْهُ فَإِنَّ الْحَيَاءَ مِنَ الإِيمَانِ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448782	448782	120433	hadith	adab/30/25	adab:603	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120434	30	General Behavior	كتاب التصرف العام	null	null	538	66	120433	25	Modesty	بَابُ الْحَيَاءِ	null	null	597	7	null	null	null	null	null	null	null	null	143406	66	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	603	603	null	null	null	null	null	'A'isha said, "The Prophet was lying down in my room with his thigh uncovered when Abu Bakr asked for permission to enter. He gave him permission to enter, remaining as he was. Then 'Umar asked for permission to come in and he gave him permission, remaining as he was. Then 'Uthman asked for permission to enter and the Prophet ﷺ sat up and arranged his garment, and then he came in and spoke. When he left, I said, 'Messenger of Allah, Abu Bakr came in and you did not exert yourself nor concern yourself with him. Then 'Umar came in and you did not exert yourself nor concern yourself with him. Then 'Uthman came in and you sat up and arranged your garment.' He said, 'Should I not be modest before a man before whom the angels are modest?'"	null	حَدَّثَنَا أَبُو الرَّبِيعِ قَالَ حَدَّثَنِي إِسْمَاعِيلُ قَالَ حَدَّثَنِي مُحَمَّدُ بْنُ أَبِي حَرْمَلَةَ عَنْ عَطَاءٍ وَسُلَيْمَانَ ابْنَيْ يَسَارٍ وَأَبِي سَلَمَةَ بْنِ عَبْدِ الرَّحْمَنِ	أَنَّ عَائِشَةَ قَالَتْ كَانَ النَّبِيُّ ﷺ مُضْطَجِعًا فِي بَيْتِي كَاشِفًا عَنْ فَخِذِهِ أَوْ سَاقَيْهِ فَاسْتَأْذَنَ أَبُو بَكْرٍ رَضِيَ اللَّهُ عَنْهُ فَأَذِنَ لَهُ كَذَلِكَ فَتَحَدَّثَ ثُمَّ اسْتَأْذَنَ عُمَرُ رَضِيَ اللَّهُ عَنْهُ فَأَذِنَ لَهُ كَذَلِكَ ثُمَّ تَحَدَّثَ ثُمَّ اسْتَأْذَنَ عُثْمَانُ رَضِيَ اللَّهُ عَنْهُ فَجَلَسَ النَّبِيُّ ﷺ وَسَوَّى ثِيَابَهُ قَالَ مُحَمَّدٌ وَلاَ أَقُولُ فِي يَوْمٍ وَاحِدٍ فَدَخَلَ فَتَحَدَّثَ فَلَمَّا خَرَجَ قَالَ قُلْتُ يَا رَسُولَ اللهِ دَخَلَ أَبُو بَكْرٍ فَلَمْ تَهَشَّ وَلَمْ تُبَالِهِ ثُمَّ دَخَلَ عُمَرُ فَلَمْ تَهَشَّ وَلَمْ تُبَالِهِ ثُمَّ دَخَلَ عُثْمَانُ فَجَلَسْتَ وَسَوَّيْتَ ثِيَابَكَ؟ قَالَ أَلاَ أَسْتَحِي مِنْ رَجُلٍ تَسْتَحِي مِنْهُ الْمَلاَئِكَةُ؟	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448783	448783	120435	hadith	adab/31/1	adab:604	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120472	31	Duas (Supplications)	كتاب الدعاء	null	null	604	135	120435	1	What to say in the morning	بَابُ مَا يَقُولُ إِذَا أَصْبَحَ	null	null	604	1	null	null	null	null	null	null	null	null	143407	1	-1	No Grade	لا نعرف حكم له	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:-1	Albānī:No Grade	null	null	null	604	604	Morning and evening dua	null	null	null	Mūsā > Abū ʿAwānah > ʿUmar from his father > Abū Hurayrah	The Prophet ﷺ would say in the morning:  *aṣbaḥnā wa-aṣbaḥa al-ḥamdu kulluhu li-llāhi, lā sharīka lahu, lā ilāha illā Allāhu, wa-ilayhi al-nushūr*  *"We have reached the morning and and all praise belongs to Allah who has no partner. There is no god but Allah and to Him is the gathering.*   In the evening he would say,   *amsaynā wa-amsā al-mulku li-llāhi, wa-al-ḥamdu kulluhu li-llāhi, lā sharīka lahu, lā ilāha illā Allāhu, wa-ilayhi al-maṣīr*  *"We have reached the evening and the kingdom belongs to Allah and all praise belongs to Allah who has no partner. There is no god but Allah and to Him is the return."*	null	حَدَّثَنَا مُوسَى قَالَ حَدَّثَنَا أَبُو عَوَانَةَ قَالَ حَدَّثَنَا عُمَرُ عَنْ أَبِيهِ عَنْ أَبِي هُرَيْرَةَ قَالَ	كَانَ النَّبِيُّ ﷺ إِذَا أَصْبَحَ قَالَ:  *(أَصْبَحْنَا وَأَصْبَحَ الْحَمْدُ كُلُّهُ لِلَّهِ لاَ شَرِيكَ لَهُ لاَ إِلَهَ إِلاَّ اللَّهُ وَإِلَيْهِ النُّشُورُ)*  وَإِذَا أَمْسَى قَالَ:  *(أَمْسَيْنَا وَأَمْسَى الْمُلْكُ لِلَّهِ وَالْحَمْدُ كُلُّهُ لِلَّهِ لاَ شَرِيكَ لَهُ لاَ إِلَهَ إِلاَّ اللَّهُ وَإِلَيْهِ الْمَصِيرُ)*	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	Wed Dec 31 2025 14:41:05 GMT+0000 (Coordinated Universal Time)	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
448784	448784	120436	hadith	adab/31/2	adab:605	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120472	31	Duas (Supplications)	كتاب الدعاء	null	null	604	135	120436	2	Someone who uses other duas	بَابُ مَنْ دَعَا فِي غَيْرِهِ مِنَ الدُّعَاءِ	null	null	605	1	null	null	null	null	null	null	null	null	143408	2	200	Good	حسن	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:200	Albānī:Good	null	null	null	605	605	null	null	null	null	Muḥammad b. Salām > ʿAbdah > Muḥammad b. ʿAmr > Abū Salamah > Abū Hurayrah	the Messenger of Allah ﷺ said, *"The noble son of the noble son of the noble son of the noble son was Yusuf son of Yaqub son of Ishaq son of Ibrahim, the Khalil of the Merciful, the blessed and Exalted."*  The Messenger of Allah ﷺ said, *"If I had remained in prison for as long as Yusuf remained in prison and then the man with the invitation had come to me, I would have accepted it. When the messenger came to him, he said, 'Go back to your master and enquire of him what happened about the women who cut their hands.' (Yusuf 12:50)*  *May Allah show mercy to Lut when he sought to find refuge with strength when he said to his people, 'If only I had the strength to combat you or could seek refuge in a some powerful support!' (Hud 11:80) Allah did not send any Prophet after him but that he was one of the wealthy of his people."*	Muhammad said: “tharwah is abundance and strength.”	حَدَّثَنَا مُحَمَّدُ بْنُ سَلاَمٍ قَالَ أَخْبَرَنَا عَبْدَةُ قَالَ أَخْبَرَنَا مُحَمَّدُ بْنُ عَمْرٍو قَالَ حَدَّثَنَا أَبُو سَلَمَةَ عَنْ أَبِي هُرَيْرَةَ قَالَ	قَالَ رَسُولُ اللَّهِ ﷺ: *«إِنَّ الْكَرِيمَ ابْنَ الْكَرِيمِ ابْنِ الْكَرِيمِ ابْنِ الْكَرِيمِ، يُوسُفُ بْنُ يَعْقُوبَ بْنِ إِسْحَاقَ بْنِ إِبْرَاهِيمَ خَلِيلِ الرَّحْمَنِ تبارك وتعالى»*،   قَالَ: قَالَ رَسُولُ اللَّهِ ﷺ: *«لَوْ لَبِثْتُ فِي السِّجْنِ مَا لَبِثَ يُوسُفُ، ثُمَّ جَاءَنِي الدَّاعِي لَأَجَبْتُ، إِذْ جَاءَهُ الرَّسُولُ فَقَالَ: ﴿ارْجِعْ إِلَى رَبِّكَ فَاسْأَلْهُ مَا بَالُ النِّسْوَةِ اللَّاتِي قَطَّعْنَ أَيْدِيَهُنَّ﴾ [يوسف: ٥٠]،*  *وَرَحْمَةُ اللَّهِ عَلَى لُوطٍ، إِنْ كَانَ لَيَأْوِي إِلَى رُكْنٍ شَدِيدٍ، إِذْ قَالَ لِقَوْمِهِ: ﴿لَوْ أَنَّ لِي بِكُمْ قُوَّةً أَوْ آوِي إِلَى رُكْنٍ شَدِيدٍ﴾ [هود: ٨٠]، فَمَا بَعَثَ اللَّهُ بَعْدَهُ مِنْ نَبِيٍّ إِلَّا فِي ثَرْوَةٍ مِنْ قَوْمِهِ»*	قَالَ مُحَمَّدٌ الثَّرْوَةُ الْكَثْرَةُ وَالْمَنَعَةُ	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	Wed Dec 31 2025 15:51:16 GMT+0000 (Coordinated Universal Time)	Sun May 11 2025 17:04:07 GMT+0000 (Coordinated Universal Time)	null
